IntrusionsBndys_Delamerian,IntrusionsBndys_Esk,IntrusionsBndys_HunterBown,IntrusionsBndys_KanimblanTablelands,IntrusionsBndys_Tabberabberan,MetamorphicBoundaries_Benambran,MetamorphicBoundaries_Delamerian,MetamorphicBoundaries_Esk,MetamorphicBoundaries_HunterBowen,MetamorphicBoundaries_KanimblanTablelands,MetamorphicBoundaries_Olarian,MetamorphicBoundaries_Tabberabberan,MetamorphicContactIsograds_Delamerian,MetamorphicIsograds_Delamerian,MetamorphicIsograds_Esk,MetamorphicIsograds_HunterBowen,MetamorphicIsograds_KanimblanTablelands,MetamorphicIsograds_Olarian,MetamorphicIsograds_Tabberabberan,RockUnitBndyFaults_BlanchetownClay,RockUnitBndyFaults_BookpurnongFm,RockUnitBndyFaults_CalivilFormation,RockUnitBndyFaults_CIP,RockUnitBndyFaults_CSP,RockUnitBndyFaults_CUR,RockUnitBndyFaults_DLO,RockUnitBndyFaults_DuddoLimestone,RockUnitBndyFaults_EttrickFormation,RockUnitBndyFaults_GeeraClay,RockUnitBndyFaults_LAO,RockUnitBndyFaults_LoxtonSands,RockUnitBndyFaults_MurrayBasinQuaternaryCover,RockUnitBndyFaults_PMIP,RockUnitBndyFaults_PTB,RockUnitBndyFaults_RenmarkGroup,RockUnitBndyFaults_THO,RockUnitBndyFaults_WDB,RockUnitBndyFaults_WinnamboolFormation
0.05,4.75,8.68,5.21,1.02,0.71,0.03,8.49,7.87,0.71,0.04,0.71,1.15,0.31,4.7,9.15,6.32,0.04,1.02,0.91,1.74,0.75,4.44,0.0,0.0,0.28,1.52,1.53,0.99,1.4,1.12,0.45,0.65,0.9,0.5,1.49,0.12,1.53
7.53,0.17,0.43,1.26,2.36,0.26,1.56,0.26,0.47,0.72,8.64,0.26,8.11,9.21,0.16,0.41,1.24,8.89,2.35,8.34,8.81,5.9,0.01,0.0,8.64,5.51,9.39,9.4,8.19,0.25,7.77,5.84,0.64,0.25,5.89,2.75,3.67,9.05
4.19,4.37,4.59,0.18,0.08,0.06,1.61,3.97,2.79,1.4,6.0,0.37,5.2,6.48,4.31,4.37,0.17,6.5,0.07,4.2,4.08,1.07,0.8,0.0,3.7,2.67,4.83,4.88,3.71,0.0,3.36,0.98,0.45,1.51,1.08,4.37,0.5,4.3
0.43,4.53,8.61,6.01,0.07,0.01,0.04,8.27,7.8,0.67,0.87,0.01,2.53,2.11,4.48,8.95,6.28,1.38,0.22,2.57,3.54,2.52,4.29,0.0,0.86,0.01,3.36,3.31,2.85,1.72,2.98,2.21,0.13,2.13,2.25,0.01,0.51,3.38
2.82,5.22,7.13,2.41,0.22,0.49,0.45,6.77,5.54,0.49,4.38,0.45,3.34,4.55,5.17,7.09,1.46,4.8,0.21,1.58,1.47,0.49,0.72,0.04,0.9,2.68,2.24,2.27,1.23,0.1,0.69,0.04,0.87,0.5,0.49,4.54,0.63,1.68
4.19,5.28,5.8,1.14,0.01,0.43,0.45,5.08,3.66,0.43,5.95,0.11,5.13,6.28,5.23,5.58,0.79,6.43,0.12,3.55,3.43,0.38,0.54,0.0,2.84,3.14,4.2,4.23,3.2,0.01,2.64,0.34,0.88,0.55,0.66,5.03,0.48,3.64
6.25,5.0,4.95,0.51,0.01,0.45,2.17,4.01,2.04,0.68,8.05,0.14,7.25,8.43,5.35,4.81,0.97,8.54,0.03,5.7,5.59,2.34,0.01,0.01,4.94,4.89,6.36,6.38,5.34,0.01,4.72,2.32,0.23,1.56,2.76,6.57,2.42,5.8
1.24,2.77,6.83,4.51,0.3,0.66,0.63,6.48,6.02,0.66,2.3,0.42,2.51,2.98,2.73,7.16,4.49,2.37,0.29,2.78,4.19,2.28,2.51,0.03,2.28,0.98,4.01,4.15,3.43,0.82,3.33,2.24,0.28,2.06,2.34,0.04,0.98,3.88
5.58,3.33,3.28,0.39,0.01,0.22,2.97,2.5,1.24,0.36,7.36,0.03,6.57,7.87,3.51,3.07,0.62,7.87,0.03,5.76,5.63,2.62,0.04,0.05,5.24,3.85,6.39,6.43,5.25,0.01,4.9,2.54,0.78,0.85,2.64,4.79,2.06,5.85
0.34,4.13,7.67,3.7,0.01,0.42,0.13,7.56,6.75,1.62,1.13,1.32,0.33,1.55,4.08,8.2,4.62,1.6,0.02,0.12,1.2,0.23,3.15,0.01,1.13,0.01,1.21,1.24,0.63,0.42,0.2,0.01,1.04,0.1,0.46,2.14,0.01,1.06
8.33,0.1,0.21,0.45,3.03,1.35,1.28,0.57,0.26,0.57,9.57,1.35,9.0,10.13,0.09,0.42,0.48,9.85,3.2,9.17,9.47,6.56,0.01,0.01,9.5,6.27,10.09,10.18,8.88,1.33,8.47,6.48,0.97,0.54,6.55,3.82,4.65,9.71
2.29,5.04,7.31,2.56,0.03,0.64,0.64,7.08,5.99,0.64,3.77,0.64,2.74,3.93,4.99,7.39,2.08,4.18,0.01,1.03,0.9,0.47,0.98,0.01,0.67,2.15,1.67,1.71,0.69,0.01,0.32,0.01,0.71,0.9,0.64,4.24,0.41,1.12
10.59,0.22,1.01,1.89,5.36,3.11,3.13,0.05,0.05,0.05,11.71,3.11,11.19,12.28,0.04,1.32,1.89,11.93,5.38,11.41,11.8,8.88,0.05,0.0,11.71,8.55,12.4,12.46,11.19,3.11,10.78,8.8,3.26,2.25,8.87,5.66,6.72,12.03
3.32,4.85,6.15,1.62,0.04,0.78,0.04,5.62,4.37,0.78,5.07,0.41,4.23,5.38,4.79,5.99,0.86,5.54,0.05,2.7,2.57,0.21,0.69,0.0,2.07,2.5,3.34,3.38,2.32,0.03,1.86,0.0,1.17,0.08,0.04,4.42,0.17,2.79
3.94,5.47,6.39,1.71,0.13,0.2,0.12,5.69,4.27,0.2,5.66,0.18,4.78,5.91,5.42,6.17,0.23,6.11,0.12,3.03,2.92,0.04,0.61,0.02,2.27,3.16,3.69,3.71,2.67,0.12,2.07,0.02,1.48,0.03,0.1,5.08,0.83,3.13
2.11,1.42,5.07,2.35,0.52,0.14,0.14,4.9,4.25,2.36,3.2,0.45,2.61,3.76,1.36,5.56,3.09,3.57,0.51,2.86,3.8,1.48,0.83,0.0,3.2,0.41,3.97,3.97,3.15,0.01,2.59,1.05,1.06,1.48,1.06,0.53,0.03,3.77
7.68,1.13,1.04,0.19,0.72,0.09,1.78,0.09,0.09,0.09,9.36,0.09,8.6,9.9,1.89,0.91,0.17,9.87,1.56,8.18,8.05,5.09,0.51,0.0,7.73,5.74,8.79,8.85,7.62,0.09,7.25,5.01,0.16,0.01,5.11,5.27,4.53,8.28
3.16,5.85,7.79,3.08,0.05,0.03,0.03,7.35,6.05,0.03,4.54,0.03,3.22,4.62,5.79,7.72,1.73,4.89,0.03,1.4,1.32,0.03,1.39,0.01,0.56,2.9,2.06,2.06,1.0,0.01,0.28,0.01,1.49,1.16,0.03,5.11,1.19,1.53
1.59,2.76,5.46,1.34,0.27,0.03,0.12,5.4,4.45,2.72,3.32,0.38,2.54,3.85,2.7,5.89,2.46,3.84,0.48,2.43,2.59,0.19,1.03,0.0,2.95,0.2,3.15,3.24,1.95,0.01,1.53,0.0,1.2,0.67,0.17,2.08,0.01,2.83
0.15,4.08,7.98,4.53,0.36,0.48,0.09,7.79,7.16,1.43,0.31,0.8,0.57,0.88,4.02,8.46,5.65,0.75,0.36,0.6,2.0,0.58,3.73,0.02,0.31,0.0,1.77,1.91,1.19,0.68,1.21,0.24,0.38,0.36,0.49,1.24,0.0,1.63
3.11,5.04,6.61,1.97,0.01,0.47,0.47,6.14,4.89,0.47,4.79,0.47,3.92,5.04,4.99,6.5,0.96,5.24,0.02,2.22,2.09,0.26,0.46,0.01,1.55,2.59,2.87,2.89,1.87,0.01,1.34,0.01,0.98,0.08,0.22,4.5,0.55,2.3
0.88,3.29,6.26,2.05,0.15,0.47,0.55,6.19,5.26,2.06,2.68,1.17,1.88,3.18,3.24,6.69,3.08,3.19,0.14,1.66,1.91,0.12,1.63,0.02,2.49,0.57,2.4,2.47,1.25,0.02,0.79,0.02,0.74,0.2,0.14,2.38,0.02,2.15
0.74,5.02,9.1,6.58,0.42,0.18,0.03,8.73,8.2,0.31,0.9,0.22,3.04,2.44,4.98,9.41,6.71,1.76,0.5,3.04,3.82,2.95,4.77,0.01,0.9,0.03,3.68,3.59,3.2,2.29,3.33,2.64,0.35,2.66,2.68,0.2,0.44,3.74
3.0,5.41,7.25,2.55,0.07,0.31,0.3,6.83,5.57,0.31,4.53,0.3,3.43,4.69,5.36,7.18,1.37,4.94,0.05,1.64,1.55,0.31,0.87,0.02,0.89,2.88,2.31,2.32,1.28,0.07,0.69,0.02,1.07,0.62,0.31,4.74,0.82,1.75
1.19,2.4,6.47,4.02,0.08,1.24,0.09,6.19,5.7,1.35,2.19,0.38,2.01,2.77,2.35,6.86,4.21,2.29,0.06,2.33,3.69,1.72,2.2,0.0,2.19,0.37,3.57,3.7,3.01,0.07,2.78,1.66,0.12,1.63,1.78,0.06,0.37,3.45
0.27,5.35,8.98,4.96,0.79,0.64,0.16,8.87,8.07,0.64,0.59,0.64,0.26,0.59,5.3,9.51,5.49,0.91,1.04,0.05,0.49,0.03,4.13,0.0,0.59,0.0,0.23,0.37,0.17,1.12,0.31,0.0,1.14,0.18,0.47,2.83,0.16,0.12
0.24,5.02,8.97,5.5,1.32,0.42,0.01,8.77,8.16,0.42,0.02,0.42,1.43,0.28,4.97,9.44,6.59,0.04,1.31,1.13,1.69,0.93,4.73,0.0,0.01,0.47,1.52,1.47,1.04,1.67,1.17,0.66,0.92,1.12,0.74,1.56,0.42,1.58
3.8,0.66,3.45,1.37,0.05,0.47,1.59,3.21,2.68,1.67,4.89,0.69,4.34,5.45,0.56,3.88,1.35,5.18,0.04,4.59,5.32,2.62,0.25,0.02,4.89,1.97,5.69,5.68,4.66,0.04,4.18,2.55,0.25,1.8,2.63,0.57,0.58,5.46
3.86,0.45,3.59,1.38,0.02,0.29,1.59,3.3,2.81,1.4,4.84,0.5,4.32,5.41,0.34,3.98,1.36,5.1,0.01,4.62,5.44,2.81,0.14,0.0,4.84,1.97,5.73,5.72,4.78,0.01,4.28,2.71,0.34,2.01,2.72,0.29,0.31,5.52
0.87,4.67,8.73,6.34,0.15,0.17,0.18,8.35,7.8,0.18,1.21,0.15,3.01,2.58,4.63,9.01,6.32,1.86,0.26,3.06,4.01,2.98,4.42,0.0,1.21,0.15,3.84,3.78,3.33,2.07,3.46,2.7,0.18,2.59,2.74,0.0,0.82,3.87
2.16,3.27,5.37,0.8,0.12,0.67,0.13,5.28,4.26,2.24,3.96,0.44,3.16,4.46,3.22,5.61,1.8,4.47,0.11,2.7,2.58,0.09,0.37,0.02,2.65,0.86,3.24,3.31,2.02,0.03,1.63,0.02,0.96,0.61,0.06,2.78,0.01,2.81
2.79,0.99,5.01,2.68,0.24,0.46,1.0,4.66,4.21,0.86,3.77,0.01,3.43,4.35,0.96,5.33,2.66,3.91,0.23,3.77,5.01,2.83,0.7,0.01,3.77,1.17,4.96,5.05,4.36,0.46,3.93,2.51,0.27,2.91,2.53,0.02,0.59,4.86
0.89,4.62,7.81,3.47,0.37,0.27,0.21,7.75,6.81,0.95,1.91,0.95,1.0,2.06,4.56,8.23,3.92,2.3,0.27,0.49,0.8,0.03,2.53,0.02,1.91,0.27,0.98,0.95,0.09,0.01,0.48,0.02,0.22,0.41,0.5,2.99,0.43,0.62
3.94,0.81,3.28,1.23,0.14,0.31,1.74,3.05,2.52,1.67,5.05,0.83,4.5,5.61,0.7,3.71,1.21,5.35,0.13,4.74,5.43,2.7,0.4,0.0,5.05,2.07,5.83,5.82,4.77,0.0,4.3,2.62,0.28,1.64,2.7,0.64,0.62,5.6
6.22,1.57,1.44,0.04,0.24,0.86,1.5,0.95,0.08,0.43,7.81,0.04,7.09,8.36,1.47,1.25,0.02,8.29,0.37,7.02,6.9,4.13,0.05,0.0,6.74,4.19,7.59,7.66,6.38,0.02,5.99,4.03,0.02,0.0,4.11,3.57,3.53,7.13
1.55,2.66,5.45,1.41,0.27,0.07,0.0,5.38,4.45,2.78,3.26,0.41,2.48,3.79,2.61,5.91,2.55,3.77,0.46,2.4,2.65,0.3,1.11,0.0,3.05,0.09,3.19,3.28,2.0,0.0,1.57,0.0,1.27,0.62,0.24,1.96,0.0,2.89
2.16,5.38,7.89,3.18,0.01,0.2,0.2,7.72,6.67,0.2,3.45,0.2,2.15,3.5,5.33,8.03,2.66,3.78,0.04,0.38,0.26,0.05,1.65,0.01,0.58,1.79,1.03,1.05,0.02,0.01,0.2,0.01,0.52,1.57,0.2,4.3,0.94,0.47
5.99,1.85,2.05,0.06,0.66,0.51,2.55,1.36,0.89,0.51,6.99,0.1,6.48,7.55,1.83,2.05,0.04,7.2,0.65,6.77,7.44,4.61,0.25,0.0,6.99,4.08,7.88,7.86,6.79,0.06,6.34,4.54,0.33,0.53,4.6,1.1,1.99,7.65
2.26,3.14,5.19,0.68,0.14,0.6,0.05,5.1,4.09,2.37,4.04,0.31,3.25,4.55,3.08,5.44,1.71,4.56,0.13,2.88,2.75,0.07,0.38,0.0,2.83,0.8,3.41,3.49,2.2,0.02,1.8,0.0,1.13,0.74,0.11,2.7,0.0,2.99
7.53,5.46,5.37,0.11,0.06,0.06,3.24,4.41,2.31,0.06,9.32,0.06,8.5,9.66,6.03,5.23,0.68,9.8,0.04,6.8,6.71,3.46,0.43,0.0,6.01,6.21,7.47,7.48,6.45,0.03,5.75,3.43,0.15,1.76,3.89,7.81,3.69,6.91
4.21,3.63,3.76,0.11,0.06,0.27,1.94,3.33,2.32,1.3,5.96,0.7,5.18,6.48,3.57,3.64,0.11,6.47,0.05,4.66,4.54,1.74,0.68,0.01,4.33,2.42,5.26,5.32,4.08,0.0,3.7,1.64,1.06,1.36,1.76,3.67,1.12,4.77
1.49,4.73,7.47,2.86,0.13,0.63,0.63,7.4,6.37,0.63,2.89,0.63,1.99,3.05,4.68,7.72,2.94,3.29,0.12,0.63,0.49,0.45,1.62,0.02,1.24,1.26,1.12,1.19,0.07,0.01,0.4,0.02,0.01,1.02,0.63,3.58,0.48,0.73
5.8,1.8,1.32,0.01,0.74,0.28,1.88,1.05,0.53,1.4,7.04,0.44,6.46,7.6,1.78,1.71,0.01,7.35,0.73,6.63,7.03,4.12,0.55,0.01,7.04,3.75,7.61,7.67,6.41,0.01,6.0,4.06,0.37,0.23,4.11,1.75,2.25,7.27
3.15,3.78,5.01,0.48,0.04,0.79,0.74,4.69,3.68,1.84,4.95,0.08,4.15,5.44,3.73,5.01,0.86,5.46,0.03,3.31,3.18,0.47,0.56,0.02,2.97,1.73,3.92,3.97,2.75,0.01,2.39,0.38,1.3,0.69,0.46,3.55,0.18,3.41
3.48,4.02,4.97,0.61,0.0,0.68,0.94,4.54,3.48,1.66,5.28,0.15,4.48,5.76,3.96,4.86,0.6,5.79,0.02,3.53,3.4,0.51,0.8,0.0,3.11,2.05,4.15,4.2,3.01,0.0,2.65,0.41,0.96,0.91,0.54,3.85,0.04,3.63
4.05,4.46,4.87,0.28,0.08,0.31,1.37,4.25,3.04,1.25,5.86,0.32,5.06,6.32,4.4,4.65,0.28,6.36,0.1,3.96,3.84,0.82,0.95,0.0,3.43,2.63,4.6,4.64,3.48,0.07,3.15,0.73,0.38,1.23,0.83,4.38,0.26,4.06
3.44,4.93,6.16,1.57,0.1,0.71,0.12,5.58,4.31,0.71,5.19,0.29,4.34,5.49,4.87,5.97,0.77,5.65,0.06,2.79,2.66,0.11,0.8,0.01,2.14,2.6,3.43,3.46,2.41,0.03,1.93,0.01,1.28,0.06,0.02,4.52,0.26,2.87
0.82,4.21,8.28,5.86,0.08,0.05,0.3,7.92,7.42,0.47,1.23,0.27,2.62,2.38,4.17,8.6,5.92,1.64,0.14,2.72,3.83,2.56,3.96,0.0,1.22,0.27,3.62,3.61,3.09,1.57,3.21,2.36,0.06,2.17,2.45,0.0,0.9,3.61
0.82,2.85,6.5,2.98,0.78,0.72,0.22,6.36,5.65,2.83,1.81,0.19,1.14,2.35,2.79,7.01,4.13,2.31,0.81,1.4,2.48,0.35,2.31,0.01,1.81,0.03,2.5,2.53,1.89,0.03,1.38,0.29,1.23,0.67,0.58,1.19,0.03,2.35
7.73,0.03,0.01,0.4,2.19,0.76,0.31,0.76,0.04,1.55,9.1,0.76,8.47,9.66,0.02,0.08,0.39,9.45,2.29,8.58,8.72,5.83,0.12,0.21,8.67,5.65,9.36,9.44,8.15,0.76,7.74,5.74,0.92,0.62,5.81,3.8,4.38,8.95
0.21,5.6,8.93,4.57,0.03,0.2,0.2,8.87,7.94,0.2,1.6,0.2,0.2,1.61,5.55,9.35,4.7,1.92,0.29,0.16,0.2,0.2,3.47,0.0,1.6,0.03,0.11,0.18,0.18,0.23,0.2,0.0,0.49,0.12,0.2,3.53,0.03,0.2
10.17,0.03,0.71,1.26,4.78,2.99,2.32,0.19,0.19,0.19,11.39,2.99,10.83,11.95,0.03,0.75,1.25,11.65,4.88,11.0,11.28,8.36,0.13,0.0,11.26,8.1,11.9,11.99,10.69,2.98,10.28,8.29,2.8,2.01,8.35,5.49,6.44,11.51
6.84,0.88,0.44,0.77,1.54,0.0,0.89,0.0,0.53,1.69,8.13,0.0,7.54,8.69,0.81,0.63,0.75,8.44,1.82,7.68,7.98,5.06,0.01,0.0,8.04,4.78,8.59,8.68,7.38,0.0,6.97,4.99,0.16,0.0,5.05,2.74,3.32,8.22
8.59,0.29,0.29,0.92,2.06,1.08,1.06,0.19,0.19,0.19,10.18,1.08,9.46,10.72,0.63,0.39,1.44,10.63,2.7,9.31,9.18,6.3,0.34,0.01,8.94,6.56,9.9,9.96,8.7,1.06,8.32,6.22,0.2,0.13,6.32,5.46,5.73,9.41
2.45,1.15,5.23,2.96,0.13,0.2,0.55,4.93,4.46,1.22,3.37,0.18,2.98,3.94,1.11,5.6,2.94,3.53,0.12,3.33,4.55,2.39,0.93,0.0,3.37,0.71,4.51,4.59,3.91,0.2,3.48,2.1,0.15,2.48,2.12,0.02,0.47,4.41
7.55,0.06,0.05,0.25,1.81,0.51,0.2,0.51,0.03,1.56,9.01,0.51,8.34,9.56,0.05,0.26,0.27,9.39,1.9,8.4,8.41,5.56,0.07,0.01,8.31,5.47,9.08,9.16,7.86,0.51,7.46,5.47,0.55,0.31,5.55,3.98,4.46,8.65
5.77,1.99,1.87,0.1,0.02,0.43,1.93,1.41,0.37,0.01,7.37,0.13,6.64,7.92,1.89,1.71,0.12,7.86,0.01,6.57,6.45,3.68,0.07,0.0,6.3,3.75,7.14,7.21,5.93,0.0,5.53,3.57,0.23,0.0,3.66,3.34,3.09,6.68
8.95,0.13,0.08,0.33,3.39,1.98,1.28,0.73,0.16,0.73,10.29,1.98,9.68,10.85,0.11,0.16,0.39,10.61,3.47,9.79,9.94,7.05,0.06,0.07,9.88,6.87,10.58,10.67,9.37,1.98,8.97,6.96,1.76,1.24,7.04,4.73,5.47,10.17
1.76,1.79,5.27,2.14,0.55,0.27,0.19,5.13,4.41,2.74,3.03,0.66,2.38,3.58,1.74,5.78,3.25,3.47,0.9,2.55,3.41,1.12,1.1,0.0,3.03,0.23,3.65,3.64,2.75,0.0,2.21,0.64,1.37,1.08,0.66,0.9,0.03,3.43
7.02,0.57,0.46,0.71,1.21,0.05,0.53,0.05,0.56,1.37,8.53,0.05,7.84,9.07,0.47,0.56,0.81,8.94,1.31,7.88,7.84,5.0,0.01,0.0,7.72,4.95,8.51,8.58,7.29,0.05,6.9,4.91,0.02,0.01,4.99,3.72,4.14,8.07
0.13,5.57,9.2,5.13,0.86,0.45,0.11,9.08,8.27,0.45,0.63,0.45,0.38,0.64,5.52,9.73,5.58,1.0,1.11,0.01,0.28,0.19,4.25,0.0,0.63,0.0,0.08,0.23,0.35,1.17,0.43,0.0,1.34,0.16,0.45,3.03,0.11,0.08
10.23,0.08,0.75,1.31,4.82,3.08,2.27,0.08,0.08,0.08,11.46,3.08,10.9,12.03,0.08,0.8,1.3,11.73,4.91,11.07,11.33,8.42,0.2,0.0,11.3,8.17,11.95,12.04,10.74,3.07,10.33,8.34,2.87,2.1,8.41,5.59,6.52,11.56
6.35,3.92,3.87,0.51,0.0,0.73,2.87,2.93,1.08,0.63,8.15,0.01,7.35,8.63,4.28,3.73,0.37,8.66,0.09,6.17,6.04,2.96,0.31,0.0,5.51,4.76,6.82,6.85,5.75,0.0,5.31,2.93,0.84,0.58,3.09,5.96,2.58,6.26
6.91,0.56,0.05,0.64,1.54,0.07,0.58,0.07,0.48,1.67,8.27,0.07,7.64,8.82,0.54,0.57,0.62,8.61,1.7,7.76,7.96,5.05,0.17,0.0,7.97,4.83,8.59,8.68,7.38,0.07,6.97,4.97,0.29,0.07,5.04,3.04,3.56,8.2
0.83,5.22,9.24,5.99,1.4,0.12,0.01,9.01,8.46,0.12,0.12,0.12,1.98,0.88,5.17,9.68,7.04,0.45,1.64,1.76,2.21,1.57,5.02,0.0,0.0,0.45,2.1,1.98,1.64,1.9,1.76,1.29,0.99,1.76,1.35,1.25,0.45,2.15
6.03,1.58,1.03,0.19,0.86,0.46,1.6,0.79,0.25,1.35,7.3,0.61,6.71,7.86,1.55,1.45,0.17,7.62,1.02,6.86,7.22,4.3,0.47,0.01,7.3,3.97,7.81,7.89,6.6,0.12,6.19,4.23,0.16,0.01,4.29,2.04,2.54,7.46
3.32,0.2,4.25,2.04,0.0,0.11,1.0,3.97,3.48,1.44,4.19,0.0,3.69,4.75,0.15,4.65,2.02,4.43,0.09,4.02,5.01,2.58,0.29,0.01,4.19,1.34,5.14,5.16,4.36,0.0,3.81,2.25,0.04,2.61,2.26,0.11,0.22,4.98
8.69,0.19,0.22,0.83,2.55,1.44,0.59,0.38,0.06,0.38,10.21,1.44,9.52,10.76,0.22,0.56,1.04,10.61,2.88,9.54,9.42,6.61,0.0,0.03,9.23,6.63,10.11,10.18,8.9,1.44,8.51,6.52,0.68,0.05,6.63,5.23,5.72,9.65
8.8,0.06,0.09,0.01,3.4,1.9,1.52,0.92,0.25,0.92,10.08,1.9,9.5,10.64,0.06,0.35,0.01,10.37,3.5,9.64,9.88,6.97,0.09,0.08,9.87,6.73,10.51,10.6,9.3,1.88,8.89,6.89,1.47,1.07,6.96,4.37,5.19,10.12
1.88,1.77,5.75,3.19,0.74,0.51,0.2,5.52,4.97,1.84,2.62,0.06,2.17,3.19,1.71,6.19,3.58,2.87,0.74,2.51,3.72,1.59,1.56,0.01,2.62,0.02,3.68,3.76,3.08,0.02,2.66,1.44,0.47,1.77,1.5,0.21,0.02,3.58
3.69,0.13,3.92,1.67,0.04,0.09,1.38,3.62,3.14,1.29,4.57,0.16,4.07,5.13,0.03,4.29,1.65,4.8,0.04,4.4,5.34,2.81,0.04,0.0,4.57,1.72,5.52,5.53,4.68,0.04,4.16,2.58,0.13,2.35,2.59,0.09,0.18,5.34
2.84,5.49,7.5,2.77,0.18,0.3,0.3,7.15,5.91,0.3,4.29,0.3,3.1,4.41,5.43,7.48,1.72,4.67,0.17,1.3,1.21,0.3,1.08,0.0,0.53,2.66,1.97,1.98,0.94,0.1,0.34,0.0,1.13,0.88,0.3,4.74,0.83,1.41
6.66,1.19,1.39,0.38,1.36,0.58,2.13,0.68,0.19,0.58,7.69,0.58,7.18,8.25,1.17,1.37,0.36,7.9,1.35,7.45,8.05,5.18,0.36,0.01,7.69,4.7,8.55,8.53,7.41,0.08,6.98,5.12,0.08,0.07,5.18,1.73,2.69,8.3
7.34,0.47,0.08,0.98,1.99,0.46,0.53,0.46,0.05,1.39,8.64,0.46,8.04,9.2,0.37,0.11,0.97,8.96,2.17,8.18,8.43,5.51,0.0,0.03,8.45,5.26,9.05,9.13,7.83,0.46,7.43,5.43,0.38,0.46,5.5,3.2,3.83,8.66
2.13,1.53,5.5,3.06,0.66,0.28,0.12,5.28,4.73,1.82,2.86,0.09,2.39,3.43,1.47,5.94,3.34,3.12,0.65,2.73,3.91,1.72,1.33,0.0,2.86,0.06,3.88,3.95,3.28,0.03,2.8,1.46,0.41,1.82,1.5,0.23,0.03,3.77
3.73,0.35,3.71,1.51,0.05,0.28,1.46,3.43,2.94,1.45,4.71,0.41,4.19,5.27,0.24,4.1,1.49,4.97,0.04,4.49,5.33,2.72,0.01,0.0,4.71,1.83,5.59,5.59,4.67,0.01,4.17,2.59,0.21,2.11,2.6,0.28,0.39,5.4
4.26,1.9,2.64,0.89,0.1,0.6,2.18,2.58,1.77,1.35,5.67,0.81,5.01,6.22,1.8,3.19,0.86,6.07,0.15,5.11,5.41,2.49,0.58,0.0,5.55,2.18,6.0,6.09,4.79,0.1,4.38,2.43,0.24,0.77,2.49,1.69,1.72,5.65
1.52,2.06,6.13,3.78,0.34,0.9,0.24,5.84,5.36,1.38,2.48,0.29,2.2,3.05,2.01,6.52,3.87,2.61,0.33,2.54,3.85,1.86,1.86,0.0,2.48,0.34,3.76,3.88,3.18,0.04,2.88,1.81,0.04,1.86,1.93,0.01,0.26,3.66
6.23,1.2,0.68,0.11,0.86,0.52,1.23,0.61,0.11,1.09,7.59,0.55,6.96,8.15,1.18,1.24,0.09,7.94,1.24,7.07,7.29,4.38,0.34,0.0,7.32,4.15,7.91,8.0,6.7,0.11,6.29,4.3,0.01,0.15,4.37,2.51,2.97,7.53
3.3,0.99,4.7,2.28,0.07,0.46,1.53,4.27,3.77,0.46,4.32,0.05,4.0,4.9,0.95,4.94,2.26,4.44,0.06,4.34,5.58,3.37,0.61,0.0,4.32,1.74,5.53,5.62,4.93,0.84,4.47,3.01,0.16,3.16,3.03,0.01,0.77,5.43
3.91,2.6,3.24,0.52,0.01,0.02,1.86,3.15,2.15,1.36,5.53,0.29,4.79,6.07,2.53,3.54,0.82,6.04,0.04,4.76,4.71,1.84,0.8,0.01,4.71,1.91,5.36,5.44,4.15,0.01,3.75,1.75,0.73,0.82,1.83,2.61,1.57,4.95
0.71,3.92,8.0,5.52,0.37,0.2,0.2,7.66,7.2,0.7,1.25,0.42,2.35,2.26,3.88,8.34,5.67,1.53,0.44,2.48,3.71,2.28,3.68,0.0,1.22,0.42,3.47,3.49,2.93,1.23,3.02,2.11,0.14,1.9,2.25,0.05,0.82,3.43
1.44,4.2,6.81,2.2,0.16,1.26,1.26,6.73,5.71,1.26,3.1,1.26,2.24,3.4,4.14,7.06,2.66,3.56,0.15,1.26,1.14,0.95,1.19,0.0,1.54,1.38,1.78,1.86,0.57,0.01,0.2,0.0,0.01,0.94,1.05,3.33,0.01,1.37
4.34,4.31,4.33,0.15,0.01,0.16,1.84,3.72,2.57,1.52,6.14,0.47,5.35,6.65,4.26,4.11,0.15,6.65,0.08,4.43,4.31,1.31,0.6,0.01,3.95,2.75,5.06,5.11,3.93,0.01,3.57,1.23,0.6,1.77,1.33,4.37,0.75,4.53
5.5,2.45,2.33,0.23,0.16,0.15,2.41,1.8,0.8,0.09,7.16,0.01,6.41,7.7,2.38,2.12,0.28,7.67,0.15,6.17,6.04,3.25,0.0,0.0,5.85,3.55,6.75,6.82,5.55,0.02,5.16,3.15,0.45,0.09,3.27,3.59,2.64,6.27
3.46,2.83,3.86,0.31,0.27,0.11,1.32,3.74,2.72,1.8,5.16,0.02,4.4,5.7,2.77,4.07,0.88,5.68,0.36,4.23,4.11,1.32,0.17,0.01,4.08,1.58,4.78,4.85,3.57,0.0,3.17,1.21,1.33,1.4,1.3,2.88,0.94,4.34
0.11,3.68,7.65,4.45,0.67,0.14,0.03,7.44,6.86,1.72,0.75,0.31,0.87,1.33,3.63,8.11,5.5,0.96,0.67,1.06,2.48,0.8,3.42,0.0,0.75,0.02,2.27,2.42,1.69,0.35,1.68,0.65,0.18,0.41,0.8,0.73,0.01,2.13
