IntrusionsBndys_Delamerian,IntrusionsBndys_Esk,IntrusionsBndys_HunterBown,IntrusionsBndys_KanimblanTablelands,IntrusionsBndys_Tabberabberan,MetamorphicBoundaries_Benambran,MetamorphicBoundaries_Delamerian,MetamorphicBoundaries_Esk,MetamorphicBoundaries_HunterBowen,MetamorphicBoundaries_KanimblanTablelands,MetamorphicBoundaries_Olarian,MetamorphicBoundaries_Tabberabberan,MetamorphicContactIsograds_Delamerian,MetamorphicIsograds_Delamerian,MetamorphicIsograds_Esk,MetamorphicIsograds_HunterBowen,MetamorphicIsograds_KanimblanTablelands,MetamorphicIsograds_Olarian,MetamorphicIsograds_Tabberabberan,RockUnitBndyFaults_BlanchetownClay,RockUnitBndyFaults_BookpurnongFm,RockUnitBndyFaults_CalivilFormation,RockUnitBndyFaults_CIP,RockUnitBndyFaults_CSP,RockUnitBndyFaults_CUR,RockUnitBndyFaults_DLO,RockUnitBndyFaults_DuddoLimestone,RockUnitBndyFaults_EttrickFormation,RockUnitBndyFaults_GeeraClay,RockUnitBndyFaults_LAO,RockUnitBndyFaults_LoxtonSands,RockUnitBndyFaults_MurrayBasinQuaternaryCover,RockUnitBndyFaults_PMIP,RockUnitBndyFaults_PTB,RockUnitBndyFaults_RenmarkGroup,RockUnitBndyFaults_THO,RockUnitBndyFaults_WDB,RockUnitBndyFaults_WinnamboolFormation
0.25,5.08,9.0,5.46,1.3,0.41,0.03,8.81,8.18,0.41,0.0,0.41,1.36,0.12,5.02,9.48,6.49,0.01,1.3,0.99,1.53,0.79,4.76,0.0,0.0,0.59,1.36,1.31,0.89,1.7,1.01,0.55,0.86,1.0,0.66,1.71,0.43,1.42
3.23,4.96,6.39,1.8,0.04,0.59,0.2,5.88,4.62,0.59,4.95,0.55,4.09,5.23,4.9,6.25,0.85,5.41,0.09,2.47,2.34,0.3,0.55,0.03,1.82,2.55,3.12,3.15,2.12,0.04,1.61,0.03,1.08,0.11,0.22,4.47,0.34,2.56
8.33,0.07,0.14,0.71,3.1,1.13,1.54,0.22,0.22,0.22,9.51,1.13,8.96,10.07,0.1,0.29,0.75,9.76,3.18,9.16,9.53,6.62,0.03,0.05,9.51,6.29,10.13,10.2,8.93,1.12,8.51,6.55,1.0,0.29,6.61,3.64,4.55,9.77
5.78,2.99,2.95,0.19,0.04,0.21,3.17,2.17,1.01,0.06,7.54,0.04,6.76,8.06,3.19,2.74,0.28,8.06,0.02,6.04,5.91,2.92,0.13,0.03,5.55,4.0,6.66,6.72,5.52,0.0,5.16,2.83,0.77,0.71,2.93,4.7,2.35,6.14
3.15,3.42,4.65,0.15,0.01,0.48,0.82,4.41,3.4,2.24,4.94,0.01,4.14,5.45,3.36,4.72,0.83,5.45,0.04,3.55,3.43,0.85,0.2,0.0,3.3,1.54,4.14,4.2,2.95,0.01,2.58,0.75,1.49,0.97,0.87,3.27,0.1,3.66
8.82,0.06,0.37,0.34,3.08,1.73,0.82,0.65,0.0,0.65,10.24,1.73,9.59,10.79,0.03,0.41,0.91,10.59,3.19,9.67,9.71,6.86,0.22,0.02,9.6,6.74,10.38,10.45,9.16,1.73,8.76,6.76,1.5,0.71,6.84,4.9,5.52,9.94
3.38,2.28,3.65,0.78,0.09,0.3,1.37,3.58,2.61,1.9,4.99,0.0,4.25,5.54,2.23,4.06,1.35,5.5,0.08,4.24,4.29,1.38,0.52,0.01,4.38,1.37,4.92,5.0,3.71,0.0,3.3,1.3,1.09,1.33,1.37,2.35,1.08,4.53
3.66,5.02,6.07,1.42,0.06,0.6,0.21,5.43,4.12,0.6,5.41,0.09,4.57,5.72,4.97,5.85,0.68,5.88,0.02,3.01,2.88,0.02,0.89,0.0,2.33,2.75,3.65,3.69,2.65,0.0,2.13,0.0,1.24,0.03,0.23,4.66,0.43,3.1
0.53,4.76,8.77,5.55,1.28,0.57,0.13,8.54,7.99,0.59,0.05,0.59,1.6,0.83,4.71,9.21,6.58,0.16,1.42,1.48,2.26,1.35,4.55,0.0,0.01,0.05,2.08,2.04,1.58,1.42,1.71,1.05,0.73,1.38,1.08,1.01,0.05,2.13
4.08,5.21,5.82,1.15,0.02,0.46,0.43,5.12,3.73,0.46,5.85,0.04,5.02,6.18,5.15,5.6,0.77,6.32,0.1,3.46,3.33,0.38,0.6,0.0,2.76,3.05,4.11,4.13,3.1,0.01,2.56,0.33,0.91,0.46,0.58,4.94,0.41,3.54
2.84,4.01,5.53,0.84,0.03,1.32,0.25,5.22,4.22,1.56,4.65,0.54,3.85,5.07,3.96,5.54,1.34,5.14,0.32,2.79,2.67,0.02,0.22,0.02,2.44,1.71,3.41,3.47,2.27,0.03,1.91,0.02,0.91,0.2,0.02,3.62,0.03,2.9
2.91,0.86,4.19,2.17,0.21,0.46,0.72,4.01,3.38,2.2,4.08,0.05,3.49,4.64,0.81,4.67,2.25,4.44,0.21,3.7,4.44,1.85,0.0,0.0,4.08,1.14,4.8,4.78,3.78,0.02,3.29,1.71,0.66,2.15,1.73,0.87,0.63,4.57
7.41,0.65,0.7,1.13,2.1,0.08,2.03,0.08,0.43,0.43,8.43,0.08,7.93,9.0,0.63,0.68,1.11,8.64,2.09,8.2,8.78,5.9,0.2,0.02,8.43,5.44,9.3,9.28,8.14,0.06,7.72,5.83,0.45,0.06,5.89,2.4,3.43,9.02
5.15,2.29,1.88,0.18,0.09,0.11,2.34,1.81,0.82,0.31,6.66,0.45,5.96,7.2,2.27,2.34,0.16,7.09,0.17,6.0,6.07,3.18,0.13,0.0,6.06,3.07,6.71,6.79,5.5,0.08,5.09,3.09,0.03,0.16,3.16,2.45,2.64,6.3
3.73,4.4,5.18,0.65,0.02,0.68,1.0,4.6,3.41,1.31,5.54,0.14,4.74,5.97,4.34,4.97,0.65,6.03,0.03,3.59,3.46,0.44,1.11,0.0,3.07,2.41,4.22,4.26,3.11,0.02,2.78,0.36,0.67,0.91,0.45,4.22,0.12,3.68
6.34,1.16,0.95,0.38,0.65,0.64,1.2,0.64,0.36,0.84,7.84,0.49,7.15,8.39,1.12,1.2,0.36,8.25,0.74,7.2,7.21,4.35,0.04,0.06,7.13,4.27,7.87,7.95,6.65,0.09,6.25,4.26,0.14,0.29,4.33,3.14,3.51,7.44
4.45,3.63,3.48,0.36,0.0,0.03,2.23,3.02,2.01,1.0,6.19,0.8,5.41,6.72,3.57,3.34,0.4,6.7,0.01,4.96,4.84,2.04,0.38,0.01,4.63,2.62,5.56,5.62,4.37,0.0,3.99,1.94,0.86,1.1,2.07,3.64,1.43,5.07
6.08,1.87,1.76,0.01,0.16,0.67,1.88,1.23,0.22,0.06,7.72,0.14,6.98,8.26,1.87,1.54,0.0,8.23,0.17,6.76,6.63,3.81,0.08,0.03,6.43,4.1,7.34,7.41,6.14,0.0,5.76,3.72,0.15,0.02,3.83,3.82,3.21,6.86
8.54,0.1,0.16,0.33,2.81,1.47,0.99,0.93,0.07,0.93,9.96,1.47,9.31,10.51,0.06,0.13,0.64,10.31,2.91,9.39,9.43,6.58,0.03,0.05,9.33,6.46,10.1,10.18,8.88,1.47,8.48,6.48,1.41,0.8,6.56,4.67,5.27,9.67
5.27,3.05,2.95,0.06,0.05,0.16,3.02,2.38,1.36,0.37,7.01,0.11,6.23,7.54,3.07,2.73,0.43,7.52,0.08,5.7,5.57,2.66,0.06,0.03,5.29,3.44,6.31,6.37,5.13,0.01,4.77,2.57,0.76,0.71,2.68,4.1,2.09,5.8
10.66,0.25,1.08,1.96,5.43,3.18,3.17,0.05,0.05,0.05,11.79,3.18,11.26,12.35,0.09,1.38,1.95,12.01,5.46,11.48,11.87,8.95,0.02,0.0,11.79,8.63,12.47,12.54,11.26,3.18,10.85,8.88,3.33,2.33,8.94,5.73,6.79,12.11
8.09,0.35,0.08,1.66,2.77,0.49,2.21,0.04,0.04,0.04,9.1,0.49,8.6,9.67,0.35,0.06,1.69,9.3,2.76,8.88,9.45,6.56,0.26,0.01,9.1,6.12,9.98,9.97,8.82,0.49,8.39,6.5,1.02,0.45,6.55,3.01,4.11,9.69
6.92,4.74,4.65,0.11,0.04,0.36,2.9,3.69,1.6,0.44,8.72,0.17,7.92,9.13,5.22,4.52,0.24,9.22,0.05,6.43,6.32,3.07,0.15,0.11,5.67,5.49,7.09,7.11,6.07,0.01,5.45,3.05,0.18,1.05,3.49,6.94,3.12,6.52
7.67,0.19,0.01,0.66,2.24,0.79,0.42,0.79,0.05,1.34,9.01,0.79,8.39,9.56,0.15,0.01,0.65,9.33,2.35,8.52,8.72,5.81,0.17,0.08,8.7,5.59,9.35,9.43,8.13,0.79,7.73,5.73,0.66,0.78,5.8,3.59,4.22,8.95
3.93,0.45,3.84,1.5,0.01,0.18,1.66,3.48,3.03,0.96,4.81,0.42,4.35,5.38,0.37,4.15,1.48,5.01,0.05,4.69,5.69,3.16,0.28,0.0,4.81,2.01,5.81,5.85,5.03,0.18,4.5,2.93,0.13,2.39,2.94,0.01,0.06,5.67
5.65,2.13,2.01,0.09,0.05,0.33,2.08,1.54,0.51,0.14,7.26,0.01,6.53,7.81,2.03,1.84,0.08,7.76,0.04,6.43,6.31,3.55,0.07,0.08,6.16,3.64,7.0,7.07,5.79,0.01,5.4,3.44,0.25,0.06,3.53,3.34,2.94,6.54
10.45,0.19,0.87,1.77,5.22,2.98,3.06,0.08,0.08,0.08,11.57,2.98,11.04,12.14,0.03,1.19,1.77,11.79,5.24,11.27,11.66,8.74,0.02,0.02,11.57,8.41,12.26,12.32,11.05,2.98,10.64,8.66,3.12,2.11,8.73,5.52,6.58,11.89
0.9,2.76,6.69,3.62,0.78,1.1,0.27,6.49,5.89,2.19,1.63,0.36,1.22,2.2,2.7,7.15,4.57,1.93,0.78,1.56,2.86,0.87,2.45,0.0,1.63,0.02,2.78,2.89,2.19,0.02,1.91,0.82,0.53,0.92,0.94,0.48,0.02,2.67
9.82,0.03,0.24,1.28,4.61,2.39,2.83,0.25,0.25,0.25,10.95,2.39,10.42,11.51,0.1,0.72,1.27,11.17,4.62,10.64,11.04,8.12,0.0,0.02,10.95,7.79,11.64,11.7,10.43,2.39,10.02,8.05,2.5,1.49,8.11,4.92,5.96,11.28
3.09,3.69,4.97,0.39,0.03,0.77,0.69,4.67,3.66,1.93,4.89,0.03,4.1,5.39,3.63,4.99,0.89,5.4,0.02,3.31,3.19,0.53,0.5,0.01,3.0,1.64,3.91,3.97,2.74,0.01,2.38,0.42,1.37,0.69,0.53,3.46,0.16,3.42
7.88,0.13,0.15,0.02,2.15,0.82,0.44,0.82,0.02,1.39,9.32,0.82,8.66,9.87,0.15,0.03,0.03,9.69,2.24,8.73,8.76,5.9,0.05,0.23,8.65,5.8,9.42,9.5,8.21,0.82,7.8,5.81,0.88,0.61,5.89,4.21,4.71,8.99
7.85,0.08,0.07,0.81,2.47,0.97,0.66,0.97,0.24,1.1,9.15,0.97,8.55,9.71,0.07,0.08,0.8,9.46,2.59,8.69,8.92,6.01,0.16,0.14,8.92,5.77,9.55,9.63,8.33,0.97,7.93,5.93,0.64,0.83,6.0,3.62,4.32,9.16
1.8,1.96,6.03,3.72,0.02,0.87,0.74,5.69,5.24,0.87,2.86,0.02,2.69,3.45,1.92,6.36,3.7,2.94,0.01,3.02,4.36,2.37,1.7,0.0,2.86,0.78,4.25,4.38,3.68,0.53,3.4,2.32,0.38,2.32,2.44,0.02,0.76,4.14
2.06,2.21,6.18,3.75,0.01,0.29,1.24,5.76,5.23,0.29,3.14,0.29,3.16,3.78,2.17,6.43,3.73,3.19,0.05,3.47,4.85,2.88,1.9,0.0,3.11,1.37,4.71,4.85,4.14,1.12,3.93,2.82,0.64,2.75,2.93,0.0,1.35,4.59
9.79,0.01,0.35,0.88,4.41,2.66,2.11,0.44,0.44,0.44,11.03,2.66,10.46,11.59,0.03,0.37,0.88,11.29,4.51,10.63,10.9,7.99,0.11,0.0,10.89,7.73,11.52,11.61,10.31,2.65,9.9,7.91,2.43,1.69,7.97,5.17,6.08,11.13
5.14,2.32,1.93,0.12,0.03,0.1,2.37,1.84,0.83,0.3,6.66,0.46,5.96,7.21,2.3,2.33,0.19,7.1,0.15,6.0,6.04,3.15,0.14,0.0,6.01,3.07,6.68,6.76,5.47,0.03,5.06,3.06,0.02,0.19,3.14,2.52,2.7,6.27
1.58,1.94,5.58,2.47,0.92,0.57,0.32,5.43,4.75,2.61,2.69,0.61,2.08,3.24,1.89,6.08,3.6,3.11,1.04,2.32,3.34,0.99,1.37,0.01,2.69,0.23,3.42,3.42,2.7,0.03,2.11,0.68,1.19,1.06,0.72,0.86,0.09,3.24
4.92,1.44,2.8,0.42,0.02,0.13,2.66,2.38,1.96,0.87,5.88,0.87,5.38,6.45,1.34,3.05,0.4,6.11,0.03,5.69,6.46,3.71,1.21,0.0,5.88,3.03,6.8,6.79,5.8,0.02,5.32,3.64,0.45,1.59,3.71,0.27,0.89,6.59
1.22,3.81,6.51,2.02,0.14,1.03,1.06,6.44,5.46,1.6,2.98,1.39,2.18,3.37,3.76,6.83,2.85,3.46,0.13,1.61,1.47,0.7,1.34,0.0,1.92,1.15,2.06,2.15,0.85,0.07,0.44,0.0,0.16,0.69,0.72,2.95,0.07,1.71
5.37,3.03,2.94,0.02,0.02,0.04,3.09,2.32,1.31,0.26,7.12,0.02,6.34,7.64,3.09,2.72,0.39,7.63,0.06,5.77,5.64,2.7,0.14,0.01,5.34,3.55,6.38,6.44,5.21,0.02,4.85,2.62,0.87,0.79,2.72,4.22,2.15,5.87
3.3,1.13,4.79,2.32,0.13,0.32,1.63,4.33,3.81,0.32,4.35,0.13,4.05,4.93,1.1,5.0,2.3,4.44,0.12,4.39,5.65,3.47,0.76,0.0,4.35,1.81,5.59,5.69,5.0,0.97,4.57,3.13,0.14,3.18,3.14,0.08,0.91,5.5
5.67,1.85,1.31,0.03,0.54,0.09,1.87,1.14,0.54,1.13,6.97,0.31,6.37,7.53,1.83,1.79,0.06,7.31,0.77,6.51,6.85,3.93,0.27,0.01,6.96,3.61,7.44,7.53,6.24,0.03,5.83,3.87,0.32,0.21,3.92,1.85,2.3,7.09
4.28,0.82,3.26,0.97,0.0,0.2,2.01,2.93,2.47,1.18,5.25,0.85,4.74,5.82,0.71,3.6,0.95,5.49,0.02,5.05,5.85,3.16,0.56,0.0,5.25,2.39,6.15,6.15,5.19,0.0,4.7,3.1,0.33,1.81,3.13,0.2,0.32,5.95
2.98,1.09,4.97,2.59,0.01,0.56,1.31,4.56,4.09,0.56,4.01,0.03,3.7,4.59,1.06,5.24,2.57,4.12,0.04,4.04,5.3,3.15,0.73,0.0,4.01,1.47,5.24,5.34,4.65,0.72,4.24,2.83,0.11,3.22,2.84,0.01,0.75,5.15
9.39,0.0,0.1,0.81,4.14,2.11,2.37,0.32,0.1,0.32,10.56,2.11,10.01,11.12,0.01,0.34,0.81,10.8,4.24,10.22,10.58,7.66,0.21,0.11,10.56,7.35,11.19,11.27,9.98,2.09,9.57,7.59,2.05,1.12,7.66,4.6,5.58,10.82
0.91,3.2,7.28,4.96,0.18,0.73,0.34,6.94,6.48,0.73,1.86,0.73,2.32,2.62,3.16,7.61,4.94,1.96,0.17,2.55,3.97,2.16,2.96,0.01,1.83,0.66,3.74,3.82,3.18,0.79,3.17,2.09,0.21,1.86,2.2,0.04,0.88,3.61
0.22,4.97,8.64,4.7,0.72,0.94,0.22,8.51,7.73,0.94,0.53,0.94,0.21,0.59,4.92,9.16,5.39,0.84,1.02,0.09,0.83,0.32,3.98,0.06,0.53,0.03,0.54,0.69,0.0,1.13,0.01,0.06,0.78,0.17,0.46,2.46,0.24,0.39
1.33,3.87,7.91,5.49,0.56,0.12,0.24,7.51,6.94,0.12,1.78,0.12,2.91,2.87,3.83,8.15,5.47,2.14,0.55,3.07,4.32,2.81,3.6,0.0,1.77,0.84,4.09,4.1,3.55,1.57,3.63,2.69,0.31,2.45,2.83,0.02,1.42,4.04
0.54,4.91,8.27,4.01,0.09,0.16,0.16,8.2,7.29,0.77,1.51,0.77,0.53,1.55,4.86,8.73,4.44,1.82,0.16,0.05,0.42,0.43,3.09,0.0,1.51,0.02,0.49,0.48,0.1,0.16,0.64,0.0,0.5,0.15,0.76,2.97,0.09,0.27
7.21,0.79,0.75,0.38,1.01,0.17,1.08,0.17,0.63,0.83,8.82,0.17,8.09,9.37,1.16,0.55,0.56,9.31,1.3,7.9,7.78,4.92,0.08,0.02,7.55,5.2,8.49,8.56,7.3,0.17,6.91,4.83,0.08,0.0,4.94,4.46,4.34,8.01
5.39,2.43,2.27,0.18,0.09,0.1,2.37,1.82,0.79,0.05,7.03,0.04,6.29,7.57,2.32,2.12,0.17,7.54,0.14,6.15,6.02,3.28,0.03,0.02,5.87,3.41,6.72,6.79,5.51,0.0,5.12,3.18,0.25,0.01,3.26,3.34,2.65,6.25
6.19,3.44,3.42,0.39,0.01,0.88,3.1,2.49,0.86,0.22,7.98,0.01,7.18,8.49,3.77,3.23,0.38,8.49,0.01,6.2,6.07,3.06,0.1,0.0,5.59,4.52,6.83,6.87,5.73,0.0,5.39,2.97,0.84,0.48,3.07,5.48,2.51,6.29
0.45,3.07,6.54,2.75,0.34,0.29,0.26,6.43,5.63,2.46,1.92,0.63,1.16,2.45,3.02,7.07,3.86,2.44,0.5,1.22,2.26,0.03,2.43,0.01,1.92,0.05,2.32,2.3,1.63,0.02,1.03,0.01,1.57,0.4,0.19,1.63,0.05,2.11
1.69,3.39,5.81,1.3,0.47,0.66,0.61,5.74,4.74,2.26,3.5,0.74,2.7,3.99,3.34,6.1,2.29,4.01,0.46,2.26,2.13,0.46,0.82,0.0,2.35,0.84,2.77,2.85,1.55,0.0,1.15,0.0,0.67,0.74,0.41,2.72,0.01,2.37
0.97,2.61,6.68,4.12,0.02,1.19,0.02,6.4,5.91,1.41,1.97,0.55,1.85,2.56,2.57,7.08,4.42,2.07,0.01,2.16,3.54,1.58,2.42,0.0,1.97,0.27,3.4,3.54,2.83,0.12,2.64,1.53,0.12,1.44,1.63,0.0,0.27,3.28
5.7,3.96,3.93,1.01,0.0,0.62,2.47,3.05,1.48,0.84,7.5,0.0,6.71,7.99,4.21,3.73,1.0,8.01,0.05,5.6,5.47,2.48,0.27,0.01,4.98,4.11,6.24,6.28,5.15,0.0,4.78,2.39,0.66,1.08,2.49,5.43,1.95,5.69
0.7,2.84,6.38,2.74,0.57,0.49,0.35,6.26,5.5,2.72,1.98,0.42,1.26,2.53,2.79,6.91,3.89,2.49,0.73,1.42,2.48,0.2,2.23,0.03,1.98,0.09,2.53,2.52,1.88,0.03,1.28,0.16,1.45,0.56,0.32,1.4,0.03,2.34
4.95,2.87,2.63,0.13,0.04,0.05,2.82,2.28,1.25,0.29,6.61,0.5,5.86,7.15,2.77,2.59,0.25,7.11,0.03,5.69,5.56,2.83,0.04,0.01,5.42,2.99,6.26,6.32,5.05,0.0,4.66,2.72,0.08,0.36,2.8,3.25,2.2,5.79
6.65,0.99,0.87,0.41,0.79,0.46,0.94,0.46,0.6,0.96,8.18,0.46,7.48,8.73,0.88,0.82,0.39,8.61,0.89,7.5,7.43,4.61,0.09,0.0,7.31,4.59,8.11,8.18,6.89,0.34,6.49,4.51,0.24,0.17,4.59,3.56,3.93,7.66
4.16,2.4,2.85,0.55,0.03,0.07,2.1,2.78,1.81,1.19,5.71,0.59,5.0,6.26,2.32,3.29,0.71,6.19,0.23,5.02,5.09,2.18,0.58,0.02,5.13,2.1,5.72,5.8,4.51,0.03,4.1,2.1,0.3,0.58,2.17,2.32,1.86,5.32
5.92,2.08,1.97,0.13,0.04,0.46,2.1,1.44,0.42,0.04,7.59,0.07,6.83,8.13,2.08,1.75,0.13,8.09,0.17,6.57,6.44,3.6,0.09,0.07,6.22,3.97,7.16,7.22,5.96,0.0,5.58,3.51,0.36,0.09,3.62,3.84,3.01,6.67
7.56,0.13,0.03,0.18,1.71,0.36,0.01,0.36,0.07,1.41,9.06,0.36,8.37,9.6,0.12,0.08,0.43,9.45,1.83,8.41,8.37,5.54,0.0,0.15,8.23,5.48,9.04,9.12,7.83,0.36,7.43,5.44,0.42,0.29,5.52,4.13,4.59,8.6
4.96,4.29,4.24,0.62,0.02,0.08,2.0,3.48,2.13,1.2,6.76,0.38,5.97,7.25,4.41,4.01,0.62,7.27,0.16,4.89,4.77,1.75,0.12,0.06,4.31,3.41,5.53,5.57,4.43,0.02,4.1,1.67,0.06,1.68,1.77,4.95,1.21,4.99
0.1,4.43,8.5,5.57,0.73,0.24,0.03,8.22,7.73,0.88,0.43,0.4,1.87,1.42,4.39,8.89,6.24,0.69,0.87,1.88,2.87,1.81,4.23,0.0,0.39,0.01,2.67,2.65,2.15,1.28,2.27,1.5,0.14,1.5,1.54,0.4,0.09,2.68
0.26,4.62,8.5,4.92,0.76,0.89,0.07,8.32,7.67,0.93,0.22,0.93,0.85,0.34,4.56,8.98,6.01,0.27,0.76,0.57,1.62,0.42,4.25,0.01,0.0,0.22,1.34,1.42,0.79,1.19,0.88,0.13,0.32,0.56,0.16,1.7,0.02,1.28
8.82,0.0,0.03,0.29,3.53,1.7,1.73,0.52,0.3,0.52,10.04,1.7,9.48,10.6,0.0,0.52,0.33,10.3,3.68,9.65,9.97,7.05,0.05,0.01,10.0,6.77,10.58,10.67,9.37,1.68,8.96,6.98,1.45,0.8,7.04,4.21,5.1,10.21
8.72,0.01,0.02,0.69,3.51,1.44,1.89,0.2,0.2,0.2,9.88,1.44,9.34,10.44,0.01,0.5,0.72,10.12,3.56,9.55,9.94,7.02,0.05,0.05,9.88,6.69,10.54,10.6,9.33,1.43,8.92,6.95,1.41,0.47,7.01,3.95,4.91,10.18
0.32,3.68,6.89,2.74,0.27,0.27,0.2,6.83,5.91,1.76,2.07,1.32,1.27,2.52,3.62,7.37,3.75,2.56,0.41,0.97,1.57,0.04,2.25,0.0,2.07,0.27,1.87,1.85,0.98,0.0,0.34,0.0,0.86,0.04,0.05,2.33,0.05,1.58
4.89,1.41,3.11,0.68,0.03,0.23,2.66,2.6,2.13,0.54,5.81,0.54,5.35,6.38,1.32,3.28,0.66,5.99,0.02,5.68,6.58,3.9,1.25,0.01,5.81,3.0,6.8,6.82,5.92,0.02,5.42,3.84,0.1,1.58,3.85,0.02,0.86,6.63
3.78,3.08,3.72,0.12,0.01,0.01,1.61,3.52,2.49,1.52,5.49,0.33,4.72,6.03,3.02,3.83,0.58,6.01,0.36,4.45,4.33,1.62,0.42,0.01,4.23,1.92,5.01,5.08,3.81,0.01,3.42,1.51,1.15,1.23,1.6,3.14,1.02,4.56
1.16,2.63,6.71,4.41,0.22,0.9,0.45,6.38,5.93,0.9,2.28,0.31,2.32,2.88,2.59,7.06,4.39,2.31,0.21,2.61,4.01,2.07,2.39,0.02,2.28,0.79,3.85,3.99,3.27,0.56,3.13,2.03,0.16,1.89,2.13,0.01,0.79,3.72
1.73,1.89,5.98,3.7,0.24,0.87,0.49,5.67,5.2,1.14,2.74,0.03,2.49,3.32,1.85,6.34,3.68,2.85,0.23,2.82,4.15,2.15,1.67,0.0,2.74,0.51,4.05,4.17,3.47,0.26,3.17,2.1,0.15,2.14,2.22,0.0,0.49,3.95
7.84,0.69,0.61,0.3,1.08,0.3,1.42,0.14,0.14,0.14,9.48,0.3,8.74,10.02,1.52,0.49,0.56,9.98,1.92,8.43,8.31,5.38,0.32,0.0,8.02,5.86,9.04,9.1,7.85,0.3,7.48,5.3,0.3,0.0,5.4,5.16,4.83,8.54
1.07,4.33,8.38,5.97,0.32,0.1,0.11,7.99,7.43,0.12,1.49,0.12,2.97,2.71,4.29,8.64,5.95,1.97,0.32,3.07,4.16,2.91,4.07,0.0,1.49,0.51,3.96,3.93,3.43,1.84,3.55,2.71,0.31,2.52,2.8,0.02,1.14,3.95
6.94,0.88,1.08,0.67,1.68,0.37,1.94,0.37,0.12,0.7,7.99,0.37,7.48,8.56,0.86,1.06,0.65,8.22,1.67,7.74,8.3,5.42,0.08,0.0,7.99,4.97,8.83,8.82,7.67,0.14,7.24,5.36,0.14,0.27,5.41,2.05,3.0,8.55
0.25,3.43,7.35,4.06,0.46,0.52,0.22,7.16,6.54,2.04,0.95,0.22,0.69,1.52,3.38,7.82,5.22,1.3,0.45,0.98,2.38,0.52,3.11,0.01,0.95,0.03,2.23,2.37,1.66,0.18,1.53,0.44,0.48,0.28,0.55,0.8,0.12,2.11
1.16,4.79,7.84,3.37,0.3,0.61,0.54,7.77,6.81,0.7,2.26,0.7,1.32,2.37,4.73,8.19,3.63,2.62,0.29,0.53,0.49,0.15,2.29,0.06,1.77,0.61,0.82,0.88,0.03,0.01,0.7,0.06,0.04,0.65,0.7,3.3,0.46,0.55
3.1,2.97,4.33,0.02,0.02,0.3,0.92,4.21,3.17,2.22,4.84,0.06,4.06,5.37,2.92,4.52,1.05,5.36,0.1,3.77,3.65,0.93,0.06,0.01,3.61,1.32,4.32,4.39,3.11,0.01,2.72,0.81,1.8,1.31,0.91,2.91,0.55,3.88
9.04,0.23,0.36,0.44,3.31,1.96,0.78,0.44,0.06,0.44,10.45,1.96,9.81,11.0,0.21,0.37,0.89,10.8,3.42,9.89,9.94,7.08,0.06,0.04,9.83,6.96,10.6,10.68,9.39,1.96,8.99,6.99,1.64,0.76,7.07,5.06,5.72,10.17
0.36,4.44,8.3,4.71,0.56,0.81,0.17,8.12,7.47,1.13,0.02,1.13,0.64,0.53,4.38,8.79,5.81,0.47,0.56,0.43,1.69,0.35,4.06,0.02,0.02,0.02,1.4,1.53,0.85,1.0,0.88,0.03,0.14,0.39,0.11,1.62,0.02,1.29
0.93,5.73,8.74,4.16,0.67,0.03,0.03,8.67,7.67,0.03,2.48,0.03,0.92,2.49,5.68,9.02,3.92,2.8,0.67,0.03,0.03,0.03,2.83,0.02,1.75,0.61,0.03,0.01,0.03,0.0,0.03,0.02,0.02,0.67,0.03,4.09,0.86,0.03
4.04,1.22,4.2,1.6,0.59,0.1,2.18,3.63,3.08,0.1,5.08,0.1,4.74,5.65,1.17,4.28,1.58,5.18,0.58,5.08,6.3,3.97,0.98,0.0,5.08,2.45,6.26,6.34,5.66,1.02,5.13,3.6,0.07,2.45,3.62,0.0,0.85,6.16
2.36,1.61,4.56,1.57,0.15,0.32,0.31,4.46,3.67,2.92,3.79,0.15,3.09,4.33,1.56,5.09,2.56,4.25,0.21,3.19,3.74,1.09,0.69,0.0,3.79,0.38,4.24,4.22,3.08,0.07,2.63,1.01,1.4,1.5,1.13,1.29,0.2,3.96
3.3,5.43,7.01,2.39,0.02,0.16,0.16,6.47,5.16,0.16,4.9,0.16,3.87,5.09,5.38,6.87,0.93,5.33,0.04,2.09,1.99,0.16,0.81,0.01,1.33,2.95,2.76,2.77,1.73,0.02,1.12,0.01,1.22,0.42,0.12,4.84,0.95,2.2
1.0,3.62,6.46,2.08,0.02,0.82,0.84,6.39,5.43,1.74,2.79,1.34,1.99,3.23,3.57,6.83,3.06,3.28,0.01,1.66,1.61,0.45,1.57,0.0,2.14,0.92,2.13,2.23,0.95,0.02,0.52,0.0,0.41,0.45,0.49,2.73,0.06,1.84
6.05,1.48,0.94,0.11,0.8,0.45,1.51,0.77,0.17,1.24,7.36,0.52,6.75,7.92,1.46,1.4,0.09,7.68,1.11,6.89,7.21,4.29,0.35,0.0,7.29,3.99,7.81,7.9,6.6,0.11,6.19,4.22,0.1,0.07,4.28,2.15,2.64,7.45
2.95,0.57,4.42,2.31,0.05,0.01,0.65,4.2,3.65,1.79,3.91,0.09,3.38,4.48,0.52,4.86,2.29,4.2,0.04,3.69,4.62,2.21,0.36,0.01,3.91,1.03,4.79,4.8,3.96,0.01,3.43,1.86,0.35,2.29,1.87,0.46,0.16,4.61
